donanim,yakit,vites
1.3 CDTI 95HP MT-A Easytronic Şanzıman Start & Stop Enjoy ,,
1.3 CDTI 95HP MT-A Easytronic Şanzıman Start & Stop Essentia ,,
1.4 90 HP Otomatik Şanzıman AT-6 Color Edition,,
1.4 90 HP Otomatik Şanzıman AT-6 Design,,
1.4 90 HP Otomatik Şanzıman AT-6 Enjoy,,
1.4 90 HP Otomatik Şanzıman AT-6 Essentia,,
1.6 Dizel 136HP AT6 Cosmo,,
2.0 Dizel 170HP AT6 4x4 Cosmo,Dizel,Otomatik
1.6 Benzinli 170HP AT6  Edition  Elegance,,
1.6 Dizel 136HP AT6 Cosmo,,
1.6 Dizel 136HP AT6 Design,,
1.6 Dizel 136HP AT6 Edition  Elegance,,
1.6 Dizel 136HP AT6 Elite,,
1.6 Dizel 136HP AT6 Sport,,
1.6 Dizel 136HP MT6 S&S Cosmo,,
1.6 Dizel 136HP MT6 S&S Edition  Elegance,,
1.6 Dizel 136HP MT6 S&S Sport,,
2.0 Dizel 170HP AT6 4x2 Cosmo,Dizel,Otomatik
2.0 Dizel 170HP AT6 4x4 Cosmo,Dizel,Otomatik
1.6 Dizel 136HP AT6 Cosmo,,
1.4 140 AT FWD - Benzinli Enjoy,,
1.4 140 AT FWD Color Edition - Benzinli ,,
1.4 140 AT FWD Design - Benzinli Design,,
1.4 140 AT FWD Excellence - Benzinli ,,
1.4 140 HP MT AWD Color Edition - Benzinli ,,
1.4 140 HP MT AWD Excellence - Benzinli ,,
1.4 140 MT FWD  Start&Stop - Benzinli Enjoy,,
1.4 140 MT FWD Color Edition Start&Stop - Benzinli ,,
1.4 140 MT FWD Excellence Start&Stop - Benzinli ,,
1.4 152 HP AT AWD Color Edition - Benzinli ,,
1.4 152 HP AT AWD Excellence-Benzinli ,,
1.6 115 FWD  Start&Stop - Benzinli Enjoy,,
1.6 136 HP AT FWD - Dizel Enjoy,,
1.6 136 HP AT FWD Color Edition - Dizel ,,
1.6 136 HP AT FWD Design - Dizel Design,,
1.6 136 HP AT FWD Excellence - Dizel ,,
1.6 136 HP MT AWD Color Edition - Dizel ,,
1.6 136 HP MT AWD Excellence - Dizel ,,
1.6 136 HP MT FWD - Dizel Enjoy,,
1.6 136 HP MT FWD Color Edition - Dizel ,,
1.6 136 HP MT FWD Design - Dizel Design,,
1.6 136 HP MT FWD Excellence - Dizel ,,
1.2 PureTech 110 hp EAT6 Tam Otomatik S&S GT LINE,,
1.2 PureTech 110hp EAT6 Tam Otomatik S&S ACTIVE,,
1.2 PureTech 110hp EAT6 Tam Otomatik S&S ALLURE,,
1.2 PureTech 82 hp ACCESS,,
1.2 PureTech 82 hp ACTIVE,,
1.2 PureTech 82hp ETG5 Otomatik S&S (1) ACCESS,,
1.2 PureTech 82hp ETG5 Otomatik S&S (1) ACTIVE,,
1.6 BlueHdi 100hp ETG6 Otomatik S&S (1) ACTIVE,,
1.6 HDi 92 hp (1) ACCESS,,
1.6 HDi 92 hp (1) ACTIVE,,
1.2 PureTech 82hp Euro6 ACCESS,,
1.2 PureTech 82hp Euro6 ACTIVE,,
1.6 HDi 92hp ACCESS,,
1.6 HDi 92hp ACTIVE,,
1.6 HDi 92hp ALLURE,,
1.2 PureTech 130hp ACTIVE,,
1.2 PureTech 130hp ALLURE,,
1.2 PureTech 130hp EAT6 Tam Otomatik S&S ACTIVE,,
1.2 PureTech 130hp EAT6 Tam Otomatik S&S ALLURE,,
1.2 PureTech 82hp ACCESS,,
1.2 PureTech 82hp ACTIVE,,
1.6 BlueHDi 120 hp EAT6 Tam Otomatik S&S ACTIVE,,
1.6 BlueHDi 120 hp EAT6 Tam Otomatik S&S ALLURE,,
1.6 BlueHDi 120 hp EAT6 Tam Otomatik S&S STYLE,,
1.6 e-HDi 115hp S&S ACTIVE,,
1.6 e-HDi 115hp S&S ALLURE,,
1.6 HDi 92hp ACCESS,,
1.6 HDi 92hp ACTIVE,,
1.6 BlueHDI 120 HP EAT6 Tam Otomatik S&S ACTIVE,,
1.6 BlueHDI 120 HP EAT6 Tam Otomatik S&S ALLURE,,
1.6 BlueHDI 120 HP EAT6 Tam Otomatik S&S BUSINESS,,
1.6 BlueHDI 120 HP S&S ACTIVE,,
1.6 BlueHDI 120 HP S&S BUSINESS,,
1.6 THP 165hp EAT6 Tam Otomatik S&S ACTIVE,,
1.6 THP 165hp EAT6 Tam Otomatik S&S ALLURE,,
2.0 BlueHDi 180hp EAT6 Tam Otomatik S&S GT,Dizel,Otomatik
1.2 PureTech 110hp EAT6 Tam Otomatik S&S ACTIVE,,
1.2 PureTech 110hp EAT6 Tam Otomatik S&S ALLURE,,
1.2 PureTech 110hp EAT6 Tam Otomatik S&S GT-LINE,,
1.6 BlueHDi 100hp ETG6 Otomatik S&S (1) ACTIVE,,
1.6 BlueHdi 100hp ETG6 Otomatik S&S (1) ALLURE,,
1.6 e-HDi 92hp (1) ACTIVE,,
1.6 e-HDi 92hp (1) ALLURE,,
1.6 e-HDi 92hp ETG6 Otomatik S&S (1) ACTIVE,,
1.6 e-HDi 92hp ETG6 Otomatik S&S (1) ALLURE,,
1.2 PureTech 130hp ACCESS,,
1.2 PureTech 130hp ACTIVE,,
1.2 PureTech 130hp EAT6 ACCESS,,
1.2 PureTech 130hp EAT6 ACTIVE,,
1.2 PureTech 130hp EAT6 ALLURE,,
1.2 PureTech 130hp EAT6 Elegance Pack ALLURE,,
1.6 BlueHDi 120hp ACTIVE,,
1.6 BlueHDi 120hp EAT6 ACTIVE,,
1.6 BlueHDi 120hp EAT6 ALLURE,,
1.6 BlueHDi 120hp EAT6 Elegance Pack ALLURE,,
1.6 BlueHdi 120hp EAT6 GT-Line,,
1.6 THP 165hp EAT6 GT-Line,,
1.6 BlueHDi 120hp EAT6 Tam Otomatik S&S ALLURE,,
1.6 THP 208hp by Peugeot Sport (1) ,,
1.6 THP 270hp S&S by Peugeot Sport ,,
1.6 BlueHDi 120hp S&S ACTIVE,,
1.0 90 bg Stop & Start Icon Turbo,Benzin,Düz
1.0 90 bg Stop & Start Touch Turbo,Benzin,Düz
1.2 Turbo EDC 120 bg Icon,,
1.2 Turbo EDC 120 bg Outdoor,,
1.2 Turbo EDC 120 bg Touch,,
1.5 dCi 90 bg Stop & Start Icon,,
1.5 dCi 90 bg Stop & Start Outdoor,,
1.5 dCi 90 bg Stop & Start Touch,,
1.5 dCi EDC 90 bg Icon,,
1.5 dCi EDC 90 bg Outdoor,,
1.5 dCi EDC 90 bg Touch,,
1.2 120 bg GT Line,,
1.2 120 bg Icon,,
1.2 75 bg Icon,,
1.2 75 bg Joy,,
1.2 EDC 120 bg GT Line,,
1.2 EDC 120 bg Icon,,
1.2 EDC 120 bg Joy,,
1.5 dCi 75 bg Joy,,
1.5 dCi 90 bg GT Line,,
1.5 dCi 90 bg Icon,,
1.5 dCi EDC 90 bg GT Line,,
1.5 dCi EDC 90 bg Icon,,
1.2 75bg Joy,,
1.2 Turbo EDC 120 bg Icon,,
1.5 dCi 75 bg Joy,,
1.5 dCi 90 bg Icon,,
1.5 dCi EDC 90 bg Icon,,
1.2 TCe EDC 130 bg Icon,,
1.2 TCe EDC 130 bg Touch,,
1.2 Turbo 130 bg Touch,,
1.5 dCi 110 bg Icon,,
1.5 dCi 110 bg Touch,,
1.5 dCi EDC 110 bg Icon,,
1.5 dCi EDC 110 bg Touch,,
1.6 dCi 130 bg 4x4 Icon,,
1.2 Tce 130 bg Icon,,
1.2 Tce 130 bg Touch,,
1.2 Tce EDC 130 bg Icon,,
1.2 Tce EDC 130 bg Touch,,
1.5 dCi 110 bg Icon,,
1.5 dCi 110 bg Touch,,
1.5 dCi 90 bg Joy,,
1.5 dCi EDC 110 bg GT Line,,
1.5 dCi EDC 110 bg Icon,,
1.5 dCi EDC 110 bg Joy,,
1.5 dCi EDC 110 bg Touch,,
1.6 16V 115 bg Joy,,
1.6 dCi 130 bg GT Line,,
1.2 Tce EDC 130 bg Icon,,
1.2 Tce EDC 130 bg Touch,,
1.5 dCi 110 bg Icon,,
1.5 dCi 110 bg Touch,,
1.5 dCi 90 bg Joy,,
1.5 dCi EDC 110 bg Icon,,
1.5 dCi EDC 110 bg Joy,,
1.5 dCi EDC 110 bg Touch,,
1.6 16V 115 bg Joy,,
1.6 dCi 130 bg Icon,,
1.5 dCi 75 bg Joy,,
1.5 dCi 90bg Easy-R Touch,,
1.5 dCi 90bg Joy,,
1.5 dCi 90bg Touch,,
1.5 dCi 110 bg Touch,,
1.5 dCi EDC 110 bg Icon,,
1.5 dCi EDC 110 bg Touch,,
1.6 dCi 130 bg Touch,,
1.6 dCi EDC 130 bg Icon,,
1.6 dCi EDC 130 bg Touch,,
1.6 dCi EDC 160 bg Icon,,
1.4 TSI 150 HP DSG S&S Style,,
1.4 EcoTSI ACT 150 hp 4Drive DSG S&S Xcellence,,
1.4 EcoTSI ACT 150 hp DSG S&S Style,,
1.4 EcoTSI ACT 150 hp DSG S&S Xcellence,,
1.4 EcoTSI ACT 150 hp S&S Style,,
1.4 EcoTSI ACT 150 hp S&S Xcellence,,
1.6 TDI 115 hp S&S Ecomotive Style,,
2.0 TDI 190 hp 4Drive DSG S&S Xcellence,Dizel,Otomatik
1.0 75 HP Reference,Benzin,Düz
1.0 EcoTSI 110 HP DSG S&S Style,Benzin,Otomatik
1.2 TSI 90 HP Reference,,
1.2 TSI 90 HP Style,,
1.0 EcoTSI 115 HP DSG S&S Ecomotive Style,Benzin,Otomatik
1.2 TSI 110 HP S&S Style,,
1.4 EcoTSI ACT 150 HP DSG S&S FR,,
1.4 EcoTSI ACT 150 HP DSG S&S XCELLENCE,,
1.4 TSI 125 HP S&S FR,,
1.4 TSI 150 HP DSG FR,,
1.4 TSI 150 HP DSG XCELLENCE,,
1.6 ST TDI 115 HP DSG S&S Style,,
1.6 TDI 115 HP DSG S&S Style,,
1.6 TDI 115 HP S&S Style,,
2.0 TSI 300 HP DSG S&S CUPRA,Benzin,Otomatik
1.2 TSI 110 HP S&S Style,,
1.4 TDI 90 HP DSG S&S Style,,
1.4 TDI 90 HP S&S Style,,
1.4 TSI 125 HP DSG S&S Style,,
1.0 75 PS Green Tec Ambition,Benzin,Düz
1.2 TSI 110 PS DSG Green Tec Ambition,,
1.2 TSI 110 PS DSG Green Tec Style,,
1.2 TSI 90 PS Green Tec Ambition,,
1.2 TSI 90 PS Green Tec Style,,
1.4 TDI CR 90 PS DSG Green Tec Style,,
1.0 TSI 115 PS Green Tec Ambition,Benzin,Düz
1.0 TSI 115 PS Green Tec Ambition,Benzin,Düz
1.0 TSI 115 PS Green Tec DSG Optimal,Benzin,Otomatik
1.0 TSI 115 PS Green Tec DSG Optimal,Benzin,Otomatik
1.0 TSI 115 PS Green Tec DSG Style,Benzin,Otomatik
1.0 TSI 115 PS Green Tec DSG Style,Benzin,Otomatik
1.0 TSI 115 PS Green Tec Optimal,Benzin,Düz
1.0 TSI 115 PS Green Tec Optimal,Benzin,Düz
1.4 TSI 150 PS DSG Green Tec Style,,
1.4 TSI 150 PS DSG Green Tec Style,,
1.6 TDI CR 110 PS DSG Green Tec Ambition,,
1.6 TDI CR 110 PS DSG Green Tec Optimal,,
1.6 TDI CR 110 PS DSG Green Tec Style,,
1.6 TDI CR 110 PS Green Tec Ambition,,
1.6 TDI CR 110 PS Green Tec Optimal,,
1.6 TDI CR 110 PS Green Tec Style,,
1.6 TDI CR 115 PS DSG Green Tec Ambition,,
1.6 TDI CR 115 PS DSG Green Tec Optimal,,
1.6 TDI CR 115 PS DSG Green Tec Style,,
1.6 TDI CR 115 PS Green Tec Ambition,,
1.6 TDI CR 115 PS Green Tec Optimal,,
1.6 TDI CR 115 PS Green Tec Style,,
1.6 TDI CR 110 PS DSG Green Tec Style,,
1.6 TDI CR 110 PS Green Tec Style,,
1.6 TDI CR 115 PS DSG Green Tec Style,,
1.6 TDI CR 115 PS Green Tec Style,,
1.2 TSI 110 PS Green Tec  Style,,
1.2 TSI 90 PS Green Tec  Ambition,,
1.2 TSI 90 PS Green Tec DSG Style,,
1.4 TDI CR 90 PS Green Tec Ambition,,
1.4 TDI CR 90 PS Green Tec DSG Ambition,,
1.4 TDI CR 90 PS Green Tec DSG Style,,
1.4 TSI 125 PS Green Tec DSG Style,,
1.6 TDI CR 115 PS Green Tec Style,,
1.2 TSI 110 PS Green Tec  Style,,
1.2 TSI 90 PS Green Tec  Ambition,,
1.2 TSI 90 PS Green Tec DSG Ambition,,
1.2 TSI 90 PS Green Tec DSG Monte Carlo,,
1.2 TSI 90 PS Green Tec DSG Style,,
1.4 TDI CR 90 PS Green Tec Ambition,,
1.4 TDI CR 90 PS Green Tec DSG Monte Carlo,,
1.4 TDI CR 90 PS Green Tec DSG Style,,
1.4 TSI 125 PS Green Tec DSG Style,,
1.6 TDI CR 115 PS Green Tec Style,,
1.4 TSI 125 PS Green Tec Active,,
1.4 TSI 150 PS ACT Green Tec Style,,
1.4 TSI 150 PS DSG ACT Green Tec Prestige,,
1.4 TSI 150 PS DSG ACT Green Tec Style,,
1.6 TDI CR 120 PS DSG Green Tec Active,,
1.6 TDI CR 120 PS DSG Green Tec Prestige,,
1.6 TDI CR 120 PS DSG Green Tec Style,,
1.6 TDI CR 120 PS Green Tec Active,,
1.6 TDI CR 120 PS Green Tec Style,,
2.0 TDI CR SCR 190 PS 4x4 DSG Green Tec L&K,Dizel,Otomatik
2.0 TDI CR SCR 190 PS 4X4 DSG Green Tec Prestige,Dizel,Otomatik
2.0 TDI CR SCR 190 PS DSG Green Tec Prestige,Dizel,Otomatik
2.0 TSI 280 PS 4X4 DSG Green Tec Prestige,Benzin,Otomatik
1.2 TSI 110 PS Green Tec Active,,
1.4 TSI 125 PS DSG Green Tec Ambition,,
1.0 71 BG,Benzin,Otomatik
1.0 90 BG,Benzin,Otomatik
1.0 90 BG,Benzin,Otomatik
1.0 71 BG,Benzin,Otomatik
2.0 4x2 AT Full,Dizel,Otomatik
2.0 4x2 AT Full (Uzun Kasa),Dizel,Otomatik
2.0 4x2 MT Full,Dizel,Düz
2.0 4x2 MT Full (Uzun Kasa),Dizel,Düz
2.0 4x4 AT Full (Uzun Kasa),Dizel,Otomatik
2.0 4x4 MT Full (Uzun Kasa),Dizel,Düz
2.0 4x2 AT Full,Dizel,Otomatik
2.0 4x2 MT Full,Dizel,Düz
2.0 4x4 AT Full ,Dizel,Otomatik
2.0 4x2 AT Full,Dizel,Otomatik
1.6 4x2 AT Full ,,
1.6 4x2 AT Full ,,
1.6 4x2 MT Full ,,
1.6 4x2 MT Full ,,
1.6 4x2 AT Full ,,
1.6 4x2 AT Full ,,
1.6 4x2 MT Full ,,
2.0R Premium 6 AT,Benzin,Otomatik
2.0R Premium 6 MT,Benzin,Düz
2.0D Elegance Dizel,Dizel,Otomatik
2.0D Premium Dizel,Dizel,Otomatik
2.0D Sport Dizel,Dizel,Otomatik
2.0i Elegance Benzinli,Benzin,Otomatik
2.0i Premium Benzinli,Benzin,Otomatik
2.0XT Adventure Turbo Benzinli,Benzin,Otomatik
1.6i GT-S Sport Plus Eyesight,,
2.0D Limited Dizel EyeSight,Dizel,Otomatik
1.6i Elegance,,
1.6i Premium,,
1.2 GL AT 90 HP,,
1.2 GL MT 90 HP,,
1.3 JLX Benzinli 4x4 AT 85 HP,,
1.3 Style Benzinli 4x4 AT 85 HP,,
1.2 GL AT 94 HP,,
1.2 GL MT 94 HP,,
1.4 S Benzinli 4X2 AT (Çift Renk) 140 HP,,
1.4 S Benzinli 4X2 AT (Tek Renk) 140 HP,,
1.4 S Benzinli 4X4 AT (Çift Renk) 140 HP,,
1.4 S Benzinli 4X4 AT (Tek Renk) 140 HP,,
1.6 GL+ Benzinli 4x2 AT (Çift Renk) 120 HP,,
1.6 GL+ Benzinli 4x2 AT (Tek Renk) 120 HP,,
1.6 GL+ Benzinli 4X4 AT (Çift Renk) 120 HP,,
1.6 GL+ Benzinli 4X4 AT (Tek Renk) 120 HP,,
1.6 GLX Benzinli 4X2 AT (Çift Renk) 120 HP,,
1.6 GLX Benzinli 4X2 AT (Tek Renk) 120 HP,,
1.6 GLX Benzinli 4X4 AT (Çift Renk) 120 HP,,
1.6 GLX Benzinli 4X4 AT (Tek Renk) 120 HP,,
1.33 Life,,
1.4 D-4D Active,,
1.4 D-4D Active Skypack,,
1.4 D-4D Advance,,
1.4 D-4D Advance Skypack,,
1.4 D-4D Premium,,
1.4 D-4D Premium Navi,,
1.6 Active,,
1.6 Active Multidrive S,,
1.6 Active Skypack Multidrive S,,
1.6 Advance,,
1.6 Advance Multidrive S,,
1.6 Advance Skypack Multidrive S,,
1.6 Premium Multidrive S,,
1.6 Premium Multidrive S Navi,,
1.4 D-4D Advance,,
1.4 D-4D Advance Skypack,,
1.4 D-4D Premium,,
1.4 D-4D Premium Navi,,
1.6 Advance Multidrive S,,
1.6 Advance Skypack Multidrive S,,
1.6 Premium Multidrive S,,
1.6 Advance,,
1.6 D-4D Advance,,
1.6 D-4D Premium,,
1.6 D-4D Premium Plus,,
1.6 Premium,,
1.8 Premium Multidrive S,,
2.0 D-4D Premium Plus,Dizel,Düz
2.0 Premium Multidrive S,Benzin,Otomatik
2.0 Premium Multidrive S Touring Sports,Benzin,Otomatik
2.0 Premium Plus Multidrive S,Benzin,Otomatik
2.0 Premium Plus Multidrive S Touring Sports,Benzin,Otomatik
1.2 Turbo Advance 4x2,,
1.2 Turbo Advance 4x2 Multidrive S,,
1.2 Turbo Diamond 4x2,,
1.2 Turbo Diamond 4x2 Multidrive S,,
1.2 Turbo Diamond 4x4 Multidrive S,,
1.2 Turbo Dynamic 4x2,,
1.2 Turbo Dynamic 4X4 Multidrive S,,
1.2 Turbo Dynamic Multidrive S 4x2,,
1.8 Hybrid Advance 4x2 e-CVT,,
1.8 Hybrid Diamond 4x2 e-CVT,,
1.8 Hybrid Dynamic 4x2 e-CVT,,
1.33 Life,,
1.4 D-4D Active,,
1.4 D-4D Active M/M,,
1.4 D-4D Advance,,
1.4 D-4D Advance M/M ,,
1.4 D-4D Life,,
1.4 D-4D Premium 50.Yıl,,
1.4 D-4D Premium 50.Yıl M/M,,
1.4 D-4D Premium 50.Yıl M/M (17'' jant ile),,
1.4 D-4D Premium 50.Yıl M/M Navi,,
1.4 D-4D Premium 50.Yıl Navi,,
1.4 D-4D Premium 50.Yıll (17'' jant ile),,
1.4 D-4D Touch,,
1.4 D-4D Touch M/M,,
1.6 Active,,
1.6 Active Multidrive S,,
1.6 Advance,,
1.6 Advance Multidrive S,,
1.6 Premium 50.Yıl,,
1.6 Premium 50.Yıl (17'' jant ile),,
1.6 Premium 50.Yıl Multidrive S,,
1.6 Premium 50.Yıl Multidrive S (17'' jant ile),,
1.6 Premium 50.Yıl Multidrive S Navi,,
1.6 Premium 50.Yıl Navi,,
1.6 Premium Multidrive S,,
1.6 Touch,,
1.6 Touch Multidrive S,,
2.4L 4x2 Active,,
2.4L 4x2 Adventure,,
2.4L 4x2 Adventure A/T,,
2.4L 4x4 Active,,
2.4L 4x4 Adventure,,
2.8L 4x4 Hi-Cruiser A/T (yeni*),,
2.8 D-4D,,
1.8L Hybrid Advance,,
1.8L Hybrid Premium,,
2.5 Hybrid Advance 4x4,,
2.5 Hybrid Premium 4x4,,
2.5 Hybrid Premium Plus 4x4,,
2.5 Hybrid Premium Plus Navi 4x4,,
1.6 Active,,
1.6 Advance,,
1.6 D-4D Active,,
1.6 D-4D Advance,,
1.6 D-4D Premium,,
1.6 D-4D Premium,,
1.6 D-4D Premium Navi,,
1.6 Premium,,
1.6 Premium Navi,,
1.8 Multidive S Premium,,
1.8 Multidive S Premium Navi,,
1.8 Multidrive S Advance,,
1.0 Life,Benzin,Düz
1.33 Fun,,
1.33 Fun Multidrive S,,
1.33 Fun Skypack Multidrive S,,
1.33 Fun Special,,
1.33 Fun Special Multidrive S,,
1.33 Fun Special Skypack Multidrive S,,
1.33 Style,,
1.33 Style Multidrive S,,
1.33 Style Red,,
1.33 Style Red Multidrive S,,
1.33 Style Red Skypack Multidrive S,,
1.33 Style Skypack Multidrive S,,
1.33 Style X-Trend,,
1.33 Style X-Trend Multidrive S,,
1.33 Style X-Trend Skypack Multidrive S,,
1.5 Hybrid Cool,,
1.5 Hybrid Spirit,,
1.5 Hybrid Spirit(yeni),,
1.5 Hybrid X-Trend,,
1.2 TSI BMT 105 PS DSG Design,,
1.2 TSI BMT 105 PS DSG Style,,
1.2 TSI BMT 105 PS Manuel Design,,
1.2 TSI BMT 105 PS Manuel Style,,
1.4 TSI BMT 150 PS DSG Design,,
1.4 TSI BMT 150 PS DSG Sportline,,
1.4 TSI BMT 150 PS DSG Exclusive,,
2.0 TDI BMT 150 PS DSG Sportline,Dizel,Otomatik
2.0 TDI BMT 184 PS DSG Sportline,Dizel,Otomatik
2.0 TDI BMT 184 PS DSG Exclusive,Dizel,Otomatik
1.2 TSI BMT 110 PS DSG Comfortline,,
1.2 TSI BMT 110 PS DSG Midline Plus,,
1.2 TSI BMT 110 PS Manuel Comfortline,,
1.2 TSI BMT 110 PS Manuel Midline Plus,,
1.4 TSI ACT BMT 150 PS DSG Comfortline,,
1.4 TSI ACT BMT 150 PS DSG Highline,,
1.4 TSI BMT 125 PS DSG Comfortline,,
1.4 TSI BMT 125 PS DSG Highline,,
1.4 TSI BMT 125 PS Manuel Comfortline,,
1.4 TSI BMT 125 PS Manuel Highline,,
1.6 TDI BMT 110 PS DSG Comfortline,,
1.6 TDI BMT 110 PS DSG Highline,,
1.6 TDI BMT 110 PS Manuel Comfortline,,
1.6 TDI BMT 110 PS Manuel Highline,,
1.6 TDI BMT 90 PS Manuel Midline Plus,,
1.2 TSI BMT 105 PS DSG Comfortline,,
1.2 TSI BMT 105 PS DSG Trendline,,
1.2 TSI BMT 105 PS Manuel Comfortline,,
1.2 TSI BMT 105 PS Manuel Highline,,
1.2 TSI BMT 105 PS Manuel Trendline,,
1.4 TSI BMT 125 PS DSG Comfortline,,
1.4 TSI BMT 125 PS DSG Highline,,
1.4 TSI BMT 125 PS DSG Trendline,,
1.4 TSI BMT 125 PS Manuel Comfortline,,
1.4 TSI BMT 125 PS Manuel Highline,,
1.4 TSI BMT 125 PS Manuel Trendline,,
1.4 TSI BMT 150 PS DSG Comfortline,,
1.4 TSI BMT 150 PS DSG Highline,,
1.4 TSI ACT BMT 150 PS DSG Comfortline,,
1.4 TSI ACT BMT 150 PS DSG Highline,,
1.4 TSI ACT BMT 150 PS Manuel Comfortline,,
1.4 TSI ACT BMT 150 PS Manuel Highline,,
1.4 TSI ACT BMT 150 PS Manuel Trendline,,
1.4 TSI BMT 125 PS DSG Comfortline,,
1.4 TSI BMT 125 PS DSG Highline,,
1.4 TSI BMT 125 PS DSG Trendline,,
1.4 TSI BMT 125 PS Manuel Comfortline,,
1.4 TSI BMT 125 PS Manuel Highline,,
1.4 TSI BMT 125 PS Manuel Trendline,,
1.6 TDI BMT 120 PS DSG Comfortline,,
1.6 TDI BMT 120 PS DSG Highline,,
1.6 TDI BMT 120 PS DSG Trendline,,
1.6 TDI BMT 120 PS Manuel Comfortline,,
1.6 TDI BMT 120 PS Manuel Highline,,
1.6 TDI BMT 120 PS Manuel Trendline,,
2.0 TDI BMT 150 PS DSG Comfortline,Dizel,Otomatik
2.0 TDI BMT 150 PS DSG Highline,Dizel,Otomatik
2.0 TDI SCR BMT 190 PS DSG Highline,Dizel,Otomatik
2.0 TDI SCR BMT 240 PS 4M DSG Highline,Dizel,Otomatik
1.4 TSI ACT BMT 150 PS DSG Comfortline,,
1.4 TSI ACT BMT 150 PS DSG Highline,,
1.4 TSI BMT 125 PS DSG Comfortline,,
1.4 TSI BMT 125 PS DSG Highline,,
1.4 TSI BMT 125 PS Manuel Comfortline,,
1.6 TDI BMT 120 PS DSG Comfortline,,
1.6 TDI BMT 120 PS DSG Highline,,
1.6 TDI BMT 120 PS Manuel Comfortline,,
1.6 TDI BMT 120 PS Manuel Highline,,
2.0 TDI BMT 150 PS DSG Comfortline,Dizel,Otomatik
2.0 TDI BMT 150 PS DSG Highline,Dizel,Otomatik
2.0 TDI SCR BMT 190 PS DSG Highline,Dizel,Otomatik
2.0 TDI SCR BMT 240 PS 4M DSG Highline,Dizel,Otomatik
1.0 75 PS Manuel Trendline,Benzin,Düz
1.2 TSI BMT 90 PS DSG Allstar,,
1.2 TSI BMT 90 PS DSG Comfortline,,
1.2 TSI BMT 90 PS Manuel Allstar,,
1.2 TSI BMT 90 PS Manuel Comfortline,,
1.4 TDI 75 PS Manuel Trendline,,
1.4 TDI BMT 90 PS DSG Comfortline,,
1.4 TDI BMT 90 PS Manuel Comfortline,,
1.4 TSI BMT 125 PS Manuel Allstar,,
1.4 TSI BMT 125 PS Manuel Sportline,,
1.4 TSI BMT 150 PS DSG Allstar,,
1.4 TSI BMT 150 PS DSG Sportline,,
1.4 TSI ACT BMT 150 PS DSG Comfortline,,
1.4 TSI ACT BMT 150 PS DSG Highline,,
1.4 TSI ACT BMT 150 PS DSG Trendline,,
1.4 TSI BMT 125 PS Manuel Comfortline,,
1.4 TSI BMT 125 PS Manuel Trendline,,
1.6 TDI SCR BMT 115 PS Manuel Comfortline,,
1.6 TDI SCR BMT 115 PS Manuel Highline,,
1.6 TDI SCR BMT 115 PS Manuel Trendline,,
2.0 TDI SCR BMT 150 PS 4MOTION DSG Comfortline,Dizel,Otomatik
2.0 TDI SCR BMT 150 PS 4MOTION DSG Highline,Dizel,Otomatik
3.0 V6 BMT TDI SCR 262 PS Premium,Dizel,Otomatik
3.0 V6 BMT TDI SCR 262 PS Premium Terrain Tech.,Dizel,Otomatik
1.5L 152HP T3 Advance,,
1.5L 152HP T3 Premium,,
1.5L 152HP T3 R-Design Plus,,
2.0L 190HP D4 Advance,Dizel,Otomatik
2.0L 190HP D4 Inscription,Dizel,Otomatik
2.0L 190HP D4 Momentum,Dizel,Otomatik
2.0L 190HP D4 R-Design,Dizel,Otomatik
2.0L 235HP D5 AWD Inscription,Dizel,Otomatik
2.0L 235HP D5 AWD Momentum,Dizel,Otomatik
2.0L 235HP D5 AWD R-Design,Dizel,Otomatik
2.0L 320HP T6 AWD Inscription,Benzin,Otomatik
2.0L 320HP T6 AWD Momentum,Benzin,Otomatik
2.0L 320HP T6 AWD R-Design,Benzin,Otomatik
1.5L 152HP T3 Advance,,
1.5L 152HP T3 Inscription,,
1.5L 152HP T3 Momentum,,
1.5L 152HP T3 R-Design Plus,,
1.5L 152HP T3 Advance,,
1.5L 152HP T3 Premium,,
2.0L 190HP D4 Advance,Dizel,Otomatik
2.0L 190HP D4 Advance,Dizel,Otomatik
2.0L 190HP D4 Inscription,Dizel,Otomatik
2.0L 190HP D4 Momentum,Dizel,Otomatik
2.0L 235HP D5 AWD Plus,Dizel,Otomatik
2.0L 235HP D5 AWD Pro,Dizel,Otomatik
2.0L 190HP D4 Advance,Dizel,Otomatik
2.0L 235HP D5 AWD 7-koltuk Inscription,Dizel,Otomatik
2.0L 235HP D5 AWD 7-koltuk Momentum,Dizel,Otomatik
2.0L 235HP D5 AWD 7-koltuk R-Design,Dizel,Otomatik
2.0L 320+87HP T8 Twin Engine AWD 4-koltuk Excellence,Hibrit,Otomatik
2.0L 320+87HP T8 Twin Engine AWD 7-koltuk Inscription,Hibrit,Otomatik
2.0L 320+87HP T8 Twin Engine AWD 7-koltuk Momentum,Hibrit,Otomatik
2.0L 320+87HP T8 Twin Engine AWD 7-koltuk R-Design,Hibrit,Otomatik
